,epic_name,tm_name,epic_candname,pl_name,ra,ra_err,ra_str,dec,dec_err,dec_str,k2c_disp,k2c_refdisp,k2c_reflink,k2c_note,k2c_recentflag,k2_campaign_str,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_rad,st_raderr1,st_raderr2,st_radlim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_kep,st_keperr,st_keplim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_us,st_userr,st_uslim,st_gs,st_gserr,st_gslim,st_rs,st_rserr,st_rslim,st_is,st_iserr,st_islim,st_zs,st_zserr,st_zslim,st_j2,st_j2err,st_j2lim,st_h2,st_h2err,st_h2lim,st_k2,st_k2err,st_k2lim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_bmvj,st_bmvjerr,st_bmvjlim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,pl_fppprob,pl_fppproblim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_tranflag
1201,EPIC 206192813,2MASS J22465386-0952538,EPIC 206192813.01,K2-71 b,341.724426,0.0,22h46m53.86s,-9.881619,0.0,-09d52m53.8s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,4006.0,133.0,-133.0,0.0,4.85,0.06,-0.06,0.0,,,,,,0.43,0.05,-0.05,0.0,,,,,14.875,,0.0,,,,,,,,,,,,,,,,,,,,,,12.597999999999999,0.022000000000000002,0.0,11.927,0.026000000000000002,0.0,11.732000000000001,0.026000000000000002,0.0,11.565999999999999,0.023,0.0,11.52,0.022000000000000002,0.0,11.575,0.251,0.0,8.78,,-1.0,,,,0.6709999999999999,0.034,0.0,0.195,0.037000000000000005,0.0,0.866,0.034,0.0,0.00027,0.0,6.98541,0.00075,-0.00075,0.0,2456987.3785,0.0031,-0.0031,0.0,,,,,0.0587,0.0062,-0.0062,0.0,,,,,,,,,,,,,0.0457,0.0043,-0.0043,0.0,0.192,0.028999999999999998,-0.028999999999999998,0.0,2.15,0.33,-0.33,0.0,,,,,1.0
1202,EPIC 206209135,2MASS J22182923-0936444,EPIC 206209135.01,K2-72 b,334.621979,0.0,22h18m29.27s,-9.612382,0.0,-09d36m44.6s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,0,3.0,,,,,,,,,3497.0,150.0,-150.0,0.0,5.05,0.07,-0.07,0.0,,,,,,0.23,0.06,-0.06,0.0,,,,,14.407,,0.0,16.692,0.086,0.0,15.309000000000001,0.05,0.0,,,,16.135,0.14,0.0,14.722999999999999,0.05,0.0,13.665999999999999,0.1,0.0,,,,11.685,0.023,0.0,11.122,0.021,0.0,10.962,0.021,0.0,,,,,,,,,,,,,1.383,0.099,0.0,0.563,0.031,0.0,0.16,0.03,0.0,0.723,0.031,0.0,1.9e-05,0.0,5.57739,0.00068,-0.00068,0.0,2457010.3766,0.0025,-0.0025,0.0,,,,,0.0696,0.0067,-0.0067,0.0,,,,,,,,,,,,,0.0295,0.0026,-0.0026,0.0,0.067,0.018000000000000002,-0.018000000000000002,0.0,0.75,0.2,-0.2,0.0,,,,,1.0
1203,EPIC 206209135,2MASS J22182923-0936444,EPIC 206209135.02,K2-72 c,334.621979,0.0,22h18m29.27s,-9.612382,0.0,-09d36m44.6s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,0,3.0,,,,,,,,,3497.0,150.0,-150.0,0.0,5.05,0.07,-0.07,0.0,,,,,,0.23,0.06,-0.06,0.0,,,,,14.407,,0.0,16.692,0.086,0.0,15.309000000000001,0.05,0.0,,,,16.135,0.14,0.0,14.722999999999999,0.05,0.0,13.665999999999999,0.1,0.0,,,,11.685,0.023,0.0,11.122,0.021,0.0,10.962,0.021,0.0,,,,,,,,,,,,,1.383,0.099,0.0,0.563,0.031,0.0,0.16,0.03,0.0,0.723,0.031,0.0,0.00013000000000000002,0.0,15.1871,0.0032,-0.0032,0.0,2456989.468,0.06,-0.06,0.0,,,,,0.0896,0.01,-0.01,0.0,,,,,,,,,,,,,0.0334,0.0031,-0.0031,0.0,0.077,0.02,-0.02,0.0,0.86,0.22,-0.22,0.0,,,,,1.0
1204,EPIC 206209135,2MASS J22182923-0936444,EPIC 206209135.03,K2-72 d,334.621979,0.0,22h18m29.27s,-9.612382,0.0,-09d36m44.6s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,0,3.0,,,,,,,,,3497.0,150.0,-150.0,0.0,5.05,0.07,-0.07,0.0,,,,,,0.23,0.06,-0.06,0.0,,,,,14.407,,0.0,16.692,0.086,0.0,15.309000000000001,0.05,0.0,,,,16.135,0.14,0.0,14.722999999999999,0.05,0.0,13.665999999999999,0.1,0.0,,,,11.685,0.023,0.0,11.122,0.021,0.0,10.962,0.021,0.0,,,,,,,,,,,,,1.383,0.099,0.0,0.563,0.031,0.0,0.16,0.03,0.0,0.723,0.031,0.0,0.0012,0.0,7.7599,0.0014,-0.0014,0.0,2456984.7857,0.0064,-0.0064,0.0,,,,,0.0604,0.01,-0.01,0.0,,,,,,,,,,,,,0.0286,0.0032,-0.0032,0.0,0.065,0.018000000000000002,-0.018000000000000002,0.0,0.73,0.2,-0.2,0.0,,,,,1.0
1205,EPIC 206209135,2MASS J22182923-0936444,EPIC 206209135.04,K2-72 e,334.621979,0.0,22h18m29.27s,-9.612382,0.0,-09d36m44.6s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,0,3.0,,,,,,,,,3497.0,150.0,-150.0,0.0,5.05,0.07,-0.07,0.0,,,,,,0.23,0.06,-0.06,0.0,,,,,14.407,,0.0,16.692,0.086,0.0,15.309000000000001,0.05,0.0,,,,16.135,0.14,0.0,14.722999999999999,0.05,0.0,13.665999999999999,0.1,0.0,,,,11.685,0.023,0.0,11.122,0.021,0.0,10.962,0.021,0.0,,,,,,,,,,,,,1.383,0.099,0.0,0.563,0.031,0.0,0.16,0.03,0.0,0.723,0.031,0.0,0.00035,0.0,24.1669,0.0057,-0.0057,0.0,2456987.046,0.08,-0.08,0.0,,,,,0.0938,0.0142,-0.0142,0.0,,,,,,,,,,,,,0.032,0.0035,-0.0035,0.0,0.073,0.02,-0.02,0.0,0.82,0.22,-0.22,0.0,,,,,1.0
1206,EPIC 206245553,2MASS J22200610-0903219,EPIC 206245553.01,K2-73 b,335.025482,0.0,22h20m06.12s,-9.056092999999999,0.0,-09d03m21.9s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,0,3.0,,,,,,,,,5922.0,76.0,-76.0,0.0,4.41,0.06,-0.06,0.0,,,,,,1.06,0.07,-0.07,0.0,,,,,11.745,,0.0,12.431,0.349,0.0,11.345,0.146,0.0,,,,12.115,0.03,0.0,11.687999999999999,0.05,0.0,11.587,0.02,0.0,,,,10.695,0.026000000000000002,0.0,10.382,0.021,0.0,10.322000000000001,0.021,0.0,10.293,0.023,0.0,10.335,0.02,0.0,10.222999999999999,0.07,0.0,8.891,,-1.0,1.0859999999999999,0.37799999999999995,0.0,0.313,0.033,0.0,0.06,0.03,0.0,0.373,0.033,0.0,8.2e-06,0.0,7.49543,0.00059,-0.00059,0.0,2456987.6741,0.0023,-0.0023,0.0,,,,,0.15083,0.0035399999999999997,-0.0035399999999999997,0.0,,,,,,,,,,,,,0.021,0.0012,-0.0012,0.0,0.21899999999999997,0.019,-0.019,0.0,2.45,0.21,-0.21,0.0,,,,,1.0
1207,EPIC 206247743,2MASS J22332842-0901219,EPIC 206247743.01,K2-39 b,338.368378,0.0,22h33m28.41s,-9.022769,0.0,-09d01m22.0s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,4993.0,72.0,-72.0,0.0,3.68,0.06,-0.06,0.0,,,,,,2.59,0.21,-0.21,0.0,,,,,10.581,,0.0,12.152000000000001,0.223,0.0,10.832,0.075,0.0,,,,11.353,0.03,0.0,10.533,0.04,0.0,10.251,0.06,0.0,,,,9.082,0.024,0.0,8.594,0.042,0.0,8.516,0.024,0.0,8.419,0.022000000000000002,0.0,8.514,0.021,0.0,8.441,0.025,0.0,8.338,0.435,0.0,1.32,0.235,0.0,0.488,0.048,0.0,0.078,0.048,0.0,0.5660000000000001,0.034,0.0,0.025,0.0,4.60497,0.00071,-0.00071,0.0,2456985.4315,0.0054,-0.0054,0.0,,,,,0.0,0.058,-0.058,0.0,,,,,,,,,,,,,0.0252,0.0027,-0.0027,0.0,0.633,0.0,0.0,0.0,7.09,0.0,0.0,0.0,,,,,1.0
1208,EPIC 206267115,2MASS J22060251-0843546,EPIC 206267115.01,,331.510468,0.0,22h06m02.51s,-8.731838,0.0,-08d43m54.6s,FALSE POSITIVE,FALSE POSITIVE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,5675.0,205.0,-205.0,0.0,4.45,0.17,-0.17,0.0,,,,,,0.95,0.28,-0.28,0.0,,,,,13.049000000000001,,0.0,,,,,,,,,,,,,,,,,,,,,,11.865,0.022000000000000002,0.0,11.503,0.021,0.0,11.470999999999998,0.021,0.0,11.414000000000001,0.023,0.0,11.457,0.022000000000000002,0.0,11.427999999999999,0.23600000000000002,0.0,8.517000000000001,,-1.0,,,,0.36200000000000004,0.03,0.0,0.032,0.03,0.0,0.39399999999999996,0.03,0.0,1.0,0.0,1.35823,0.00028,-0.00028,0.0,2456982.3743,0.0074,-0.0074,0.0,,,,,0.513,0.067,-0.067,0.0,,,,,,,,,,,,,0.01376,0.00084,-0.00084,0.0,0.128,0.038,-0.038,0.0,1.44,0.43,-0.43,0.0,,,,,1.0
1209,EPIC 206268299,2MASS J22394063-0842521,EPIC 206268299.01,K2-74 b,339.919342,0.0,22h39m40.64s,-8.714505,0.0,-08d42m52.2s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,0,3.0,,,,,,,,,6060.0,86.0,-86.0,0.0,4.44,0.06,-0.06,0.0,,,,,,0.98,0.06,-0.06,0.0,,,,,12.43,,0.0,13.139000000000001,0.042,0.0,12.588,0.031,0.0,,,,12.817,0.031,0.0,12.405,0.040999999999999995,0.0,12.264000000000001,0.061,0.0,,,,11.427,0.027000000000000003,0.0,11.177,0.026000000000000002,0.0,11.068,0.019,0.0,11.039000000000001,0.023,0.0,11.085,0.022000000000000002,0.0,11.254000000000001,0.185,0.0,8.392000000000001,,-1.0,0.551,0.052000000000000005,0.0,0.25,0.037000000000000005,0.0,0.109,0.032,0.0,0.359,0.033,0.0,4.5e-07,0.0,19.5666,0.0033,-0.0033,0.0,2456997.9992,0.0045,-0.0045,0.0,,,,,0.2133,0.0062,-0.0062,0.0,,,,,,,,,,,,,0.0215,0.0011,-0.0011,0.0,0.20600000000000002,0.017,-0.017,0.0,2.31,0.19,-0.19,0.0,,,,,1.0
1210,EPIC 206348688,2MASS J22352275-0728114,EPIC 206348688.01,K2-75 b,338.844849,0.0,22h35m22.76s,-7.469853,0.0,-07d28m11.5s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,0,3.0,,,,,,,,,5995.0,94.0,-94.0,0.0,4.12,0.07,-0.07,0.0,,,,,,1.56,0.15,-0.15,0.0,,,,,12.565999999999999,,0.0,13.345999999999998,0.042,0.0,12.700999999999999,0.031,0.0,,,,12.991,0.031,0.0,12.546,0.040999999999999995,0.0,12.384,0.061,0.0,,,,11.564,0.028999999999999998,0.0,11.283,0.026000000000000002,0.0,11.177999999999999,0.019,0.0,11.157,0.023,0.0,11.181,0.021,0.0,11.195,0.205,0.0,8.792,,-1.0,0.645,0.052000000000000005,0.0,0.281,0.039,0.0,0.105,0.032,0.0,0.386,0.035,0.0,3.1e-05,0.0,7.8142,0.0021,-0.0021,0.0,2456983.451,0.01,-0.01,0.0,,,,,0.2283,0.0129,-0.0129,0.0,,,,,,,,,,,,,0.0156,0.0011,-0.0011,0.0,0.23800000000000002,0.028999999999999998,-0.028999999999999998,0.0,2.67,0.32,-0.32,0.0,,,,,1.0
1211,EPIC 206348688,2MASS J22352275-0728114,EPIC 206348688.02,K2-75 c,338.844849,0.0,22h35m22.76s,-7.469853,0.0,-07d28m11.5s,CONFIRMED,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,0,3.0,,,,,,,,,5995.0,94.0,-94.0,0.0,4.12,0.07,-0.07,0.0,,,,,,1.56,0.15,-0.15,0.0,,,,,12.565999999999999,,0.0,13.345999999999998,0.042,0.0,12.700999999999999,0.031,0.0,,,,12.991,0.031,0.0,12.546,0.040999999999999995,0.0,12.384,0.061,0.0,,,,11.564,0.028999999999999998,0.0,11.283,0.026000000000000002,0.0,11.177999999999999,0.019,0.0,11.157,0.023,0.0,11.181,0.021,0.0,11.195,0.205,0.0,8.792,,-1.0,0.645,0.052000000000000005,0.0,0.281,0.039,0.0,0.105,0.032,0.0,0.386,0.035,0.0,0.00022999999999999998,0.0,18.311,0.014,-0.014,0.0,2456992.715,0.027,-0.027,0.0,,,,,0.2675,0.0354,-0.0354,0.0,,,,,,,,,,,,,0.0162,0.0015,-0.0015,0.0,0.247,0.034,-0.034,0.0,2.77,0.38,-0.38,0.0,,,,,1.0
1212,EPIC 206403979,,EPIC 206403979.01,,332.88937400000003,0.0,22h11m33.45s,-6.5685649999999995,0.0,-06d34m06.8s,CANDIDATE,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,1,3.0,,,,,,,,,4840.0,12.0,-12.0,0.0,4.81,0.0,-0.0,0.0,,,,,,0.48,0.1,-0.1,0.0,,,,,18.642,,0.0,,,,,,,19.361,0.034,0.0,18.846,0.01,0.0,18.574,0.01,0.0,18.416,0.012,0.0,18.363,0.035,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.0,23.8039,0.0046,-0.0046,0.0,2456982.3884,0.0067,-0.0067,0.0,,,,,0.1075,0.0154,-0.0154,0.0,,,,,,,,,,,,,0.21,0.23,-0.23,0.0,1.1,1.1,-1.1,0.0,12.0,12.0,-12.0,0.0,,,,,1.0
1213,EPIC 206432863,2MASS J22282534-0605119,EPIC 206432863.01,K2-76 b,337.105591,0.0,22h28m25.34s,-6.086677,0.0,-06d05m12.0s,FALSE POSITIVE,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,Planet refuted by Shporer et al. 2017,0,3.0,,,,,,,,,5806.0,90.0,-90.0,0.0,4.23,0.07,-0.07,0.0,,,,,,1.28,0.12,-0.12,0.0,,,,,13.008,,0.0,,,,,,,,,,,,,,,,,,,,,,11.854000000000001,0.023,0.0,11.505999999999998,0.026000000000000002,0.0,11.484000000000002,0.023,0.0,11.433,0.023,0.0,11.453,0.022000000000000002,0.0,11.422,0.252,0.0,8.465,,-1.0,,,,0.348,0.035,0.0,0.022000000000000002,0.035,0.0,0.37,0.033,0.0,0.00014,0.0,23.9726,0.0011,-0.0011,0.0,2456983.8337,0.0015,-0.0015,0.0,,,,,0.2225,0.0042,-0.0042,0.0,,,,,,,,,,,,,0.0793,0.0017,-0.0017,0.0,0.99,0.1,-0.1,0.0,11.1,1.1,-1.1,0.0,,,,,1.0
1214,EPIC 206119924,2MASS J22243636-1134428,EPIC 206119924.01,K2-116 b,336.151581,0.0,22h24m36.38s,-11.578688,0.0,-11d34m43.3s,CONFIRMED,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,,1,3.0,,,,,,,,,4547.0,50.0,-50.0,0.0,4.64,0.1,-0.1,0.0,0.01,0.08,-0.08,0.0,[Fe/H],0.69,0.02,-0.02,0.0,,,,,10.31,,0.0,12.198,0.293,0.0,10.91,0.10099999999999999,0.0,,,,11.435,0.03,0.0,10.258,0.03,0.0,9.828,0.03,0.0,,,,8.597000000000001,0.028999999999999998,0.0,8.02,0.045,0.0,7.875,0.027000000000000003,0.0,7.767,0.027000000000000003,0.0,7.865,0.021,0.0,7.811,0.02,0.0,7.7010000000000005,0.152,0.0,1.288,0.31,0.0,0.5770000000000001,0.054000000000000006,0.0,0.145,0.052000000000000005,0.0,0.722,0.04,0.0,,0.0,4.655335,0.000513,-0.000505,0.0,2456979.94962,0.004289,-0.004333,0.0,,,,,,,,,87.78,1.565,-3.639,0.0,,,,,13.803226,2.881799,-5.352595,0.0,0.009590000000000001,0.00117,-0.00072,0.0,0.06,0.01,-0.01,0.0,0.7190000000000001,0.08900000000000001,-0.057,0.0,,,,,1.0
1215,EPIC 206144956,2MASS J22125079-1055311,EPIC 206144956.01,K2-65 b,333.21176099999997,0.0,22h12m50.82s,-10.925376,0.0,-10d55m31.4s,CONFIRMED,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,,0,3.0,,,,,,,,,4799.0,50.0,-50.0,0.0,4.55,0.1,-0.1,0.0,-0.34,0.08,-0.08,0.0,[Fe/H],0.67,0.02,-0.02,0.0,,,,,10.395999999999999,,0.0,11.595,0.102,0.0,10.800999999999998,0.084,0.0,,,,11.189,0.05,0.0,10.347000000000001,0.04,0.0,10.056000000000001,0.01,0.0,,,,8.967,0.035,0.0,8.457,0.033,0.0,8.344,0.024,0.0,,,,,,,,,,,,,0.794,0.132,0.0,0.51,0.048,0.0,0.113,0.040999999999999995,0.0,0.623,0.042,0.0,0.0001,-1.0,12.647815,0.000673,-0.000717,0.0,2456986.3277,0.001536,-0.001611,0.0,,,,,,,,,89.148,0.623,-1.329,0.0,,,,,28.897357,2.999707,-8.547881,0.0,0.018940000000000002,0.0033200000000000005,-0.00112,0.0,0.12,0.02,-0.01,0.0,1.382,0.247,-0.09300000000000001,0.0,,,,,1.0
1216,EPIC 206146957,2MASS J21585426-1052301,EPIC 206146957.01,,329.72607400000004,0.0,21h58m54.26s,-10.87507,0.0,-10d52m30.3s,CANDIDATE,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,,0,3.0,,,,,,,,,5744.0,50.0,-50.0,0.0,4.57,0.1,-0.1,0.0,-0.14,0.08,-0.08,0.0,[Fe/H],0.9,0.05,-0.03,0.0,,,,,11.379000000000001,,0.0,12.667,0.33,0.0,11.789000000000001,0.212,0.0,,,,11.788,0.03,0.0,11.345,0.04,0.0,11.204,0.06,0.0,,,,10.357000000000001,0.027000000000000003,0.0,9.98,0.021,0.0,9.934,0.019,0.0,9.905,0.023,0.0,9.932,0.02,0.0,9.956,0.078,0.0,8.665,0.46299999999999997,0.0,0.878,0.392,0.0,0.377,0.034,0.0,0.046,0.027999999999999997,0.0,0.423,0.033,0.0,0.005220000000000001,0.0,5.761359,0.000516,-0.000517,0.0,2456979.86985,0.003327,-0.003256,0.0,,,,,,,,,88.337,1.186,-2.7030000000000003,0.0,,,,,16.920189,2.4809669999999997,-5.97118,0.0,0.01396,0.00134,-0.00081,0.0,0.12,0.01,-0.01,0.0,1.3730000000000002,0.15,-0.094,0.0,,,,,1.0
1217,EPIC 206159027,2MASS J22160474-1034022,EPIC 206159027.01,K2-68 b,334.019775,0.0,22h16m04.75s,-10.567317999999998,0.0,-10d34m02.3s,CONFIRMED,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,,0,3.0,,,,,,,,,4893.0,50.0,-50.0,0.0,4.74,0.1,-0.1,0.0,-0.21,0.08,-0.08,0.0,[Fe/H],0.7,0.02,-0.02,0.0,,,,,12.597000000000001,,0.0,13.965,0.02,0.0,12.977,0.05,0.0,,,,13.502,0.02,0.0,12.603,0.01,0.0,12.21,0.01,0.0,,,,11.139000000000001,0.027000000000000003,0.0,10.651,0.021,0.0,10.53,0.019,0.0,10.459000000000001,0.022000000000000002,0.0,10.522,0.02,0.0,10.524000000000001,0.095,0.0,8.558,,-1.0,0.988,0.054000000000000006,0.0,0.488,0.034,0.0,0.121,0.027999999999999997,0.0,0.609,0.033,0.0,0.0001,-1.0,8.054787,0.000451,-0.00044,0.0,2456982.3259,0.0019320000000000001,-0.0019809999999999997,0.0,,,,,,,,,88.715,0.9059999999999999,-1.3330000000000002,0.0,,,,,19.902276,2.2994369999999997,-4.244301999999999,0.0,0.02387,0.0016600000000000002,-0.00105,0.0,0.16,0.01,-0.01,0.0,1.828,0.139,-0.09699999999999999,0.0,,,,,1.0
1218,EPIC 206169375,2MASS J22560392-1019561,EPIC 206169375.01,,344.016388,0.0,22h56m03.93s,-10.332234,0.0,-10d19m56.0s,CANDIDATE,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,,0,3.0,,,,,,,,,6060.0,50.0,-50.0,0.0,4.19,0.1,-0.1,0.0,-0.08,0.08,-0.08,0.0,[Fe/H],1.26,0.22,-0.15,0.0,,,,,12.559000000000001,,0.0,13.002,0.31,0.0,12.549000000000001,0.24600000000000002,0.0,,,,12.878,0.031,0.0,12.526,0.040999999999999995,0.0,12.423,0.061,0.0,,,,11.597999999999999,0.024,0.0,11.304,0.025,0.0,11.284,0.026000000000000002,0.0,11.17,0.023,0.0,11.19,0.021,0.0,11.21,0.174,0.0,8.745,,-1.0,0.45299999999999996,0.396,0.0,0.294,0.035,0.0,0.02,0.036000000000000004,0.0,0.314,0.035,0.0,0.925,0.0,0.367473,7e-06,-7e-06,0.0,2456979.53588,0.000717,-0.0006900000000000001,0.0,,,,,,,,,71.62,14.578,-34.106,0.0,,,,,2.548755,1.3500450000000002,-1.095638,0.0,0.0258,0.14751,-0.00418,0.0,0.32,1.81,-0.06,0.0,3.555,20.332,-0.715,0.0,,,,,1.0
1219,EPIC 206181769,2MASS J22335419-1005057,EPIC 206181769.01,K2-70 b,338.4758,0.0,22h33m54.19s,-10.084946,0.0,-10d05m05.8s,CONFIRMED,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,,0,3.0,,,,,,,,,5131.0,50.0,-50.0,0.0,4.53,0.1,-0.1,0.0,0.06,0.08,-0.08,0.0,[Fe/H],0.8,0.03,-0.02,0.0,,,,,12.77,,0.0,13.915,0.01,0.0,12.989,0.03,0.0,,,,13.467,0.01,0.0,12.699000000000002,0.01,0.0,12.472000000000001,0.03,0.0,,,,11.355,0.023,0.0,10.935,0.021,0.0,10.853,0.021,0.0,10.815,0.023,0.0,10.874,0.021,0.0,10.485999999999999,0.098,0.0,8.904,,-1.0,0.9259999999999999,0.032,0.0,0.42,0.031,0.0,0.08199999999999999,0.03,0.0,0.502,0.031,0.0,0.0001,-1.0,13.978518,0.000557,-0.000574,0.0,2456984.44407,0.001194,-0.001102,0.0,,,,,,,,,89.145,0.627,-1.123,0.0,,,,,29.574869,2.904198,-7.791483,0.0,0.03157,0.00099,-0.0007599999999999999,0.0,0.25,0.01,-0.01,0.0,2.75,0.146,-0.098,0.0,,,,,1.0
1220,EPIC 206192335,2MASS J22103940-0953231,EPIC 206192335.01,,332.66418500000003,0.0,22h10m39.40s,-9.889762,0.0,-09d53m23.1s,CANDIDATE,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,,0,3.0,,,,,,,,,5459.0,50.0,-50.0,0.0,4.59,0.1,-0.1,0.0,-0.15,0.08,-0.08,0.0,[Fe/H],0.83,0.04,-0.03,0.0,,,,,11.87,,0.0,12.481,0.25,0.0,12.312000000000001,0.263,0.0,,,,12.4,0.06,0.0,11.817,0.02,0.0,11.642999999999999,0.06,0.0,,,,10.651,0.024,0.0,10.305,0.023,0.0,10.25,0.019,0.0,10.187000000000001,0.023,0.0,10.23,0.02,0.0,10.275,0.087,0.0,8.649,,-1.0,0.16899999999999998,0.363,0.0,0.34600000000000003,0.033,0.0,0.055,0.03,0.0,0.401,0.031,0.0,,0.0,3.59905,0.000203,-0.000181,0.0,2456979.94708,0.001966,-0.002008,0.0,,,,,,,,,87.935,1.445,-3.2030000000000003,0.0,,,,,13.43219,2.067701,-4.470317,0.0,0.01762,0.0015300000000000001,-0.0010199999999999999,0.0,0.14,0.01,-0.01,0.0,1.588,0.156,-0.106,0.0,,,,,1.0
